RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;AGOSTO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;296;78
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;SETIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;252;75
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;OCTUBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;295;89
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;335;96
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;283;80
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;145;54
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;107;50
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;60;31
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;151;58
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;127;49
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;174;61
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;116;53
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;149;68
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;160;60
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;133;51
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;NOVIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;118;30
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;DICIEMBRE;2021;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;110;47
DIRES ANCASH;DIRESA;DIRES ANCASH;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11340;3033
DIRES ANCASH;DIRESA;DIRES ANCASH;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11392;3045
DIRES ANCASH;DIRESA;DIRES ANCASH;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;12528;3200
DIRES ANCASH;DIRESA;DIRES ANCASH;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;12055;3190
DIRES ANCASH;DIRESA;DIRES ANCASH;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;12421;3035
DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;12471;3465
DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11645;3347
DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10388;2858
DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11407;2880
DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11773;3110
DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;11636;3161
DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;10672;2780
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;133;39
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;67;23
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;29;16
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;50;20
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;50;21
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;80;36
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;39;16
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;78;29
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;83;25
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;56;21
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;42;24
RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;72;28
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3395;737
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3106;617
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3520;710
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3256;658
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3883;710
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3855;707
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3842;667
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3411;707
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3522;749
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3680;696
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3554;673
H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3195;667
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1197;504
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1713;710
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2091;582
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1666;696
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1627;484
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2048;912
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1826;987
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1305;564
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1809;512
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1745;642
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2222;706
RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1639;477
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;166;65
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;161;51
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;174;61
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;213;78
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;153;66
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;141;70
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;253;79
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;175;55
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;193;75
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;162;61
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;137;56
RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;195;68
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;410;159
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;324;128
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;449;173
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;477;159
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;317;143
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;446;171
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;378;144
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;283;123
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;286;128
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;348;131
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;417;176
RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;311;123
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;177;80
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;193;76
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;198;84
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;227;89
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;238;93
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;200;83
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;169;83
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;163;60
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;151;61
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;268;94
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;240;87
RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;144;69
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;386;144
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;368;143
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;572;211
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;472;175
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;583;176
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;490;160
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;374;142
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;347;114
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;409;119
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;348;113
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;405;120
RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;402;125
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3261;702
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3176;636
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3185;667
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3528;639
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3294;647
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3134;671
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3054;690
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2917;650
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2915;612
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3078;672
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;2793;642
H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;3066;700
H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1648;401
H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1728;452
H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1729;467
H REF LA CALETA;II-2;H REF LA CALETA;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1654;477
H REF LA CALETA;II-2;H REF LA CALETA;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1692;484
H REF LA CALETA;II-2;H REF LA CALETA;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1423;437
H REF LA CALETA;II-2;H REF LA CALETA;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1277;384
H REF LA CALETA;II-2;H REF LA CALETA;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1222;353
H REF LA CALETA;II-2;H REF LA CALETA;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1515;390
H REF LA CALETA;II-2;H REF LA CALETA;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1541;444
H REF LA CALETA;II-2;H REF LA CALETA;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1133;430
H REF LA CALETA;II-2;H REF LA CALETA;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;1207;323
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;286;108
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;260;110
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;254;121
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;274;106
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;340;125
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;350;124
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;200;83
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;225;80
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;152;77
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;254;116
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;275;102
RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;196;85
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;104;44
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;128;40
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;151;52
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;67;21
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;87;25
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;145;34
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;138;31
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;155;72
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;240;74
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;207;68
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;269;76
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;132;56
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;177;50
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;168;59
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;176;56
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;171;72
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;157;61
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;159;60
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;95;41
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;107;51
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;132;58
RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2022;B. INDICADORES DE EFICIENCIA;6 Promedio de Permanencia;86;52
